"CN","type","plat","TP"
"C_5657","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5658","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5659","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5660","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5661","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5662","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5663","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5664","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5665","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5666","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5667","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5668","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5669","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5670","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5671","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5672","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5673","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5674","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5675","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5676","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5677","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5678","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5679","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5680","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5681","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5682","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5683","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5684","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5685","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5686","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5687","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5688","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5689","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5690","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5691","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5692","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5693","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5694","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5695","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5696","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5697","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5698","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5699","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5700","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5701","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5702","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5703","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5704","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5705","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5706","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5707","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5708","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5709","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5710","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5711","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5712","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5713","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5714","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5715","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5716","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5717","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5718","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5719","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5720","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5721","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5722","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5723","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5724","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5725","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5726","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5727","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5728","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5729","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5730","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5731","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5732","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5733","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5734","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5735","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5736","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5737","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5738","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5739","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5740","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5741","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5742","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5743","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5744","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5745","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5746","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5747","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5748","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5749","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5750","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5751","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5752","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5753","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5754","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5755","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5756","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5757","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5758","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5759","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5760","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5761","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5762","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5763","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5764","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5765","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5766","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5767","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5768","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5769","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5770","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5771","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5772","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5773","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5774","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5775","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5776","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5777","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5778","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5779","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5780","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5781","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5782","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5783","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5784","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5785","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5786","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5787","Leukemia","Illumina_NGS","Leukemia_Illumina_NGS"
"C_5788","A","Illumina_NGS","A_Illumina_NGS"
"C_5789","A","Illumina_NGS","A_Illumina_NGS"
"C_5790","A","Illumina_NGS","A_Illumina_NGS"
"C_5791","A","Illumina_NGS","A_Illumina_NGS"
"C_5792","A","Illumina_NGS","A_Illumina_NGS"
"C_5793","A","Illumina_NGS","A_Illumina_NGS"
"C_5794","A","Illumina_NGS","A_Illumina_NGS"
"C_5795","A","Illumina_NGS","A_Illumina_NGS"
"C_5796","A","Illumina_NGS","A_Illumina_NGS"
"C_5797","A","Illumina_NGS","A_Illumina_NGS"
"C_5798","A","Illumina_NGS","A_Illumina_NGS"
"C_5799","A","Illumina_NGS","A_Illumina_NGS"
"C_5800","A","Illumina_NGS","A_Illumina_NGS"
"C_5801","A","Illumina_NGS","A_Illumina_NGS"
"C_5802","A","Illumina_NGS","A_Illumina_NGS"
"C_5803","A","Illumina_NGS","A_Illumina_NGS"
"C_5804","A","Illumina_NGS","A_Illumina_NGS"
"C_5805","A","Illumina_NGS","A_Illumina_NGS"
"C_5806","A","Illumina_NGS","A_Illumina_NGS"
"C_5807","A","Illumina_NGS","A_Illumina_NGS"
"C_5808","A","Illumina_NGS","A_Illumina_NGS"
"C_5809","A","Illumina_NGS","A_Illumina_NGS"
"C_5810","A","Illumina_NGS","A_Illumina_NGS"
"C_5811","A","Illumina_NGS","A_Illumina_NGS"
"C_5812","A","Illumina_NGS","A_Illumina_NGS"
"C_5813","A","Illumina_NGS","A_Illumina_NGS"
"C_5814","A","Illumina_NGS","A_Illumina_NGS"
"C_5815","A","Illumina_NGS","A_Illumina_NGS"
"C_5816","A","Illumina_NGS","A_Illumina_NGS"
"C_5817","A","Illumina_NGS","A_Illumina_NGS"
"C_5818","A","Illumina_NGS","A_Illumina_NGS"
"C_5819","A","Illumina_NGS","A_Illumina_NGS"
"C_5820","A","Illumina_NGS","A_Illumina_NGS"
"C_5821","A","Illumina_NGS","A_Illumina_NGS"
"C_5822","A","Illumina_NGS","A_Illumina_NGS"
"C_5823","A","Illumina_NGS","A_Illumina_NGS"
"C_5824","A","Illumina_NGS","A_Illumina_NGS"
"C_5825","A","Illumina_NGS","A_Illumina_NGS"
"C_5826","A","Illumina_NGS","A_Illumina_NGS"
"C_5827","A","Illumina_NGS","A_Illumina_NGS"
"C_5828","A","Illumina_NGS","A_Illumina_NGS"
"C_5829","A","Illumina_NGS","A_Illumina_NGS"
"C_5830","A","Illumina_NGS","A_Illumina_NGS"
"C_5831","A","Illumina_NGS","A_Illumina_NGS"
"C_5832","A","Illumina_NGS","A_Illumina_NGS"
"C_5833","A","Illumina_NGS","A_Illumina_NGS"
"C_5834","A","Illumina_NGS","A_Illumina_NGS"
"C_5835","A","Illumina_NGS","A_Illumina_NGS"
"C_5836","A","Illumina_NGS","A_Illumina_NGS"
"C_5837","A","Illumina_NGS","A_Illumina_NGS"
"C_5838","A","Illumina_NGS","A_Illumina_NGS"
"C_5839","A","Illumina_NGS","A_Illumina_NGS"
"C_5840","A","Illumina_NGS","A_Illumina_NGS"
"C_5841","A","Illumina_NGS","A_Illumina_NGS"
"C_5842","A","Illumina_NGS","A_Illumina_NGS"
"C_5843","A","Illumina_NGS","A_Illumina_NGS"
"C_5844","A","Illumina_NGS","A_Illumina_NGS"
"C_5845","A","Illumina_NGS","A_Illumina_NGS"
"C_5846","A","Illumina_NGS","A_Illumina_NGS"
"C_5847","A","Illumina_NGS","A_Illumina_NGS"
"C_5848","A","Illumina_NGS","A_Illumina_NGS"
"C_5849","A","Illumina_NGS","A_Illumina_NGS"
"C_5850","A","Illumina_NGS","A_Illumina_NGS"
"C_5851","A","Illumina_NGS","A_Illumina_NGS"
"C_5852","B","Illumina_NGS","B_Illumina_NGS"
"C_5853","B","Illumina_NGS","B_Illumina_NGS"
"C_5854","B","Illumina_NGS","B_Illumina_NGS"
"C_5855","B","Illumina_NGS","B_Illumina_NGS"
"C_5856","B","Illumina_NGS","B_Illumina_NGS"
"C_5857","B","Illumina_NGS","B_Illumina_NGS"
"C_5858","B","Illumina_NGS","B_Illumina_NGS"
"C_5859","B","Illumina_NGS","B_Illumina_NGS"
"C_5860","B","Illumina_NGS","B_Illumina_NGS"
"C_5861","B","Illumina_NGS","B_Illumina_NGS"
"C_5862","B","Illumina_NGS","B_Illumina_NGS"
"C_5863","B","Illumina_NGS","B_Illumina_NGS"
"C_5864","B","Illumina_NGS","B_Illumina_NGS"
"C_5865","B","Illumina_NGS","B_Illumina_NGS"
"C_5866","B","Illumina_NGS","B_Illumina_NGS"
"C_5867","B","Illumina_NGS","B_Illumina_NGS"
"C_5868","B","Illumina_NGS","B_Illumina_NGS"
"C_5869","B","Illumina_NGS","B_Illumina_NGS"
"C_5870","B","Illumina_NGS","B_Illumina_NGS"
"C_5871","B","Illumina_NGS","B_Illumina_NGS"
"C_5872","B","Illumina_NGS","B_Illumina_NGS"
"C_5873","B","Illumina_NGS","B_Illumina_NGS"
"C_5874","B","Illumina_NGS","B_Illumina_NGS"
"C_5875","B","Illumina_NGS","B_Illumina_NGS"
"C_5876","B","Illumina_NGS","B_Illumina_NGS"
"C_5877","B","Illumina_NGS","B_Illumina_NGS"
"C_5878","B","Illumina_NGS","B_Illumina_NGS"
"C_5879","B","Illumina_NGS","B_Illumina_NGS"
"C_5880","B","Illumina_NGS","B_Illumina_NGS"
"C_5881","B","Illumina_NGS","B_Illumina_NGS"
"C_5882","B","Illumina_NGS","B_Illumina_NGS"
"C_5883","B","Illumina_NGS","B_Illumina_NGS"
"C_5884","B","Illumina_NGS","B_Illumina_NGS"
"C_5885","B","Illumina_NGS","B_Illumina_NGS"
"C_5886","B","Illumina_NGS","B_Illumina_NGS"
"C_5887","B","Illumina_NGS","B_Illumina_NGS"
"C_5888","B","Illumina_NGS","B_Illumina_NGS"
"C_5889","B","Illumina_NGS","B_Illumina_NGS"
"C_5890","B","Illumina_NGS","B_Illumina_NGS"
"C_5891","B","Illumina_NGS","B_Illumina_NGS"
"C_5892","B","Illumina_NGS","B_Illumina_NGS"
"C_5893","B","Illumina_NGS","B_Illumina_NGS"
"C_5894","B","Illumina_NGS","B_Illumina_NGS"
"C_5895","B","Illumina_NGS","B_Illumina_NGS"
"C_5896","B","Illumina_NGS","B_Illumina_NGS"
"C_5897","B","Illumina_NGS","B_Illumina_NGS"
"C_5898","B","Illumina_NGS","B_Illumina_NGS"
"C_5899","B","Illumina_NGS","B_Illumina_NGS"
"C_5900","B","Illumina_NGS","B_Illumina_NGS"
"C_5901","B","Illumina_NGS","B_Illumina_NGS"
"C_5902","B","Illumina_NGS","B_Illumina_NGS"
"C_5903","B","Illumina_NGS","B_Illumina_NGS"
"C_5904","B","Illumina_NGS","B_Illumina_NGS"
"C_5905","B","Illumina_NGS","B_Illumina_NGS"
"C_5906","B","Illumina_NGS","B_Illumina_NGS"
"C_5907","B","Illumina_NGS","B_Illumina_NGS"
"C_5908","B","Illumina_NGS","B_Illumina_NGS"
"C_5909","B","Illumina_NGS","B_Illumina_NGS"
"C_5910","B","Illumina_NGS","B_Illumina_NGS"
"C_5911","B","Illumina_NGS","B_Illumina_NGS"
"C_5912","B","Illumina_NGS","B_Illumina_NGS"
"C_5913","B","Illumina_NGS","B_Illumina_NGS"
"C_5914","B","Illumina_NGS","B_Illumina_NGS"
"C_5915","B","Illumina_NGS","B_Illumina_NGS"
"C_5916","C","Illumina_NGS","C_Illumina_NGS"
"C_5917","C","Illumina_NGS","C_Illumina_NGS"
"C_5918","C","Illumina_NGS","C_Illumina_NGS"
"C_5919","C","Illumina_NGS","C_Illumina_NGS"
"C_5920","C","Illumina_NGS","C_Illumina_NGS"
"C_5921","C","Illumina_NGS","C_Illumina_NGS"
"C_5922","C","Illumina_NGS","C_Illumina_NGS"
"C_5923","C","Illumina_NGS","C_Illumina_NGS"
"C_5924","C","Illumina_NGS","C_Illumina_NGS"
"C_5925","C","Illumina_NGS","C_Illumina_NGS"
"C_5926","C","Illumina_NGS","C_Illumina_NGS"
"C_5927","C","Illumina_NGS","C_Illumina_NGS"
"C_5928","C","Illumina_NGS","C_Illumina_NGS"
"C_5929","C","Illumina_NGS","C_Illumina_NGS"
"C_5930","C","Illumina_NGS","C_Illumina_NGS"
"C_5931","C","Illumina_NGS","C_Illumina_NGS"
"C_5932","C","Illumina_NGS","C_Illumina_NGS"
"C_5933","C","Illumina_NGS","C_Illumina_NGS"
"C_5934","C","Illumina_NGS","C_Illumina_NGS"
"C_5935","C","Illumina_NGS","C_Illumina_NGS"
"C_5936","C","Illumina_NGS","C_Illumina_NGS"
"C_5937","C","Illumina_NGS","C_Illumina_NGS"
"C_5938","C","Illumina_NGS","C_Illumina_NGS"
"C_5939","C","Illumina_NGS","C_Illumina_NGS"
"C_5940","C","Illumina_NGS","C_Illumina_NGS"
"C_5941","C","Illumina_NGS","C_Illumina_NGS"
"C_5942","C","Illumina_NGS","C_Illumina_NGS"
"C_5943","C","Illumina_NGS","C_Illumina_NGS"
"C_5944","C","Illumina_NGS","C_Illumina_NGS"
"C_5945","C","Illumina_NGS","C_Illumina_NGS"
"C_5946","C","Illumina_NGS","C_Illumina_NGS"
"C_5947","C","Illumina_NGS","C_Illumina_NGS"
"C_5948","C","Illumina_NGS","C_Illumina_NGS"
"C_5949","C","Illumina_NGS","C_Illumina_NGS"
"C_5950","C","Illumina_NGS","C_Illumina_NGS"
"C_5951","C","Illumina_NGS","C_Illumina_NGS"
"C_5952","C","Illumina_NGS","C_Illumina_NGS"
"C_5953","C","Illumina_NGS","C_Illumina_NGS"
"C_5954","C","Illumina_NGS","C_Illumina_NGS"
"C_5955","C","Illumina_NGS","C_Illumina_NGS"
"C_5956","C","Illumina_NGS","C_Illumina_NGS"
"C_5957","C","Illumina_NGS","C_Illumina_NGS"
"C_5958","C","Illumina_NGS","C_Illumina_NGS"
"C_5959","C","Illumina_NGS","C_Illumina_NGS"
"C_5960","C","Illumina_NGS","C_Illumina_NGS"
"C_5961","C","Illumina_NGS","C_Illumina_NGS"
"C_5962","C","Illumina_NGS","C_Illumina_NGS"
"C_5963","C","Illumina_NGS","C_Illumina_NGS"
"C_5964","C","Illumina_NGS","C_Illumina_NGS"
"C_5965","C","Illumina_NGS","C_Illumina_NGS"
"C_5966","C","Illumina_NGS","C_Illumina_NGS"
"C_5967","C","Illumina_NGS","C_Illumina_NGS"
"C_5968","C","Illumina_NGS","C_Illumina_NGS"
"C_5969","C","Illumina_NGS","C_Illumina_NGS"
"C_5970","C","Illumina_NGS","C_Illumina_NGS"
"C_5971","C","Illumina_NGS","C_Illumina_NGS"
"C_5972","C","Illumina_NGS","C_Illumina_NGS"
"C_5973","C","Illumina_NGS","C_Illumina_NGS"
"C_5974","C","Illumina_NGS","C_Illumina_NGS"
"C_5975","C","Illumina_NGS","C_Illumina_NGS"
"C_5976","C","Illumina_NGS","C_Illumina_NGS"
"C_5977","C","Illumina_NGS","C_Illumina_NGS"
"C_5978","C","Illumina_NGS","C_Illumina_NGS"
"C_5979","C","Illumina_NGS","C_Illumina_NGS"
"C_5980","B","Illumina_NGS","B_Illumina_NGS"
"C_5981","B","Illumina_NGS","B_Illumina_NGS"
"C_5982","B","Illumina_NGS","B_Illumina_NGS"
"C_5983","B","Illumina_NGS","B_Illumina_NGS"
"C_5984","B","Illumina_NGS","B_Illumina_NGS"
"C_5985","B","Illumina_NGS","B_Illumina_NGS"
"C_5986","B","Illumina_NGS","B_Illumina_NGS"
"C_5987","B","Illumina_NGS","B_Illumina_NGS"
"C_5988","B","Illumina_NGS","B_Illumina_NGS"
"C_5989","D","Illumina_NGS","D_Illumina_NGS"
"C_5990","D","Illumina_NGS","D_Illumina_NGS"
"C_5991","D","Illumina_NGS","D_Illumina_NGS"
"C_5992","D","Illumina_NGS","D_Illumina_NGS"
"C_5993","D","Illumina_NGS","D_Illumina_NGS"
"C_5994","D","Illumina_NGS","D_Illumina_NGS"
"C_5995","D","Illumina_NGS","D_Illumina_NGS"
"C_5996","D","Illumina_NGS","D_Illumina_NGS"
"C_5997","D","Illumina_NGS","D_Illumina_NGS"
"C_5998","D","Illumina_NGS","D_Illumina_NGS"
"C_5999","D","Illumina_NGS","D_Illumina_NGS"
"C_6000","D","Illumina_NGS","D_Illumina_NGS"
"C_6001","D","Illumina_NGS","D_Illumina_NGS"
"C_6002","D","Illumina_NGS","D_Illumina_NGS"
"C_6003","D","Illumina_NGS","D_Illumina_NGS"
"C_6004","D","Illumina_NGS","D_Illumina_NGS"
"C_6005","D","Illumina_NGS","D_Illumina_NGS"
"C_6006","D","Illumina_NGS","D_Illumina_NGS"
"C_6007","D","Illumina_NGS","D_Illumina_NGS"
"C_6008","D","Illumina_NGS","D_Illumina_NGS"
"C_6009","D","Illumina_NGS","D_Illumina_NGS"
"C_6010","D","Illumina_NGS","D_Illumina_NGS"
"C_6011","D","Illumina_NGS","D_Illumina_NGS"
"C_6012","D","Illumina_NGS","D_Illumina_NGS"
"C_6013","D","Illumina_NGS","D_Illumina_NGS"
"C_6014","D","Illumina_NGS","D_Illumina_NGS"
"C_6015","D","Illumina_NGS","D_Illumina_NGS"
"C_6016","D","Illumina_NGS","D_Illumina_NGS"
"C_6017","D","Illumina_NGS","D_Illumina_NGS"
"C_6018","D","Illumina_NGS","D_Illumina_NGS"
"C_6019","D","Illumina_NGS","D_Illumina_NGS"
"C_6020","D","Illumina_NGS","D_Illumina_NGS"
"C_6021","D","Illumina_NGS","D_Illumina_NGS"
"C_6022","D","Illumina_NGS","D_Illumina_NGS"
"C_6023","D","Illumina_NGS","D_Illumina_NGS"
"C_6024","D","Illumina_NGS","D_Illumina_NGS"
"C_6025","D","Illumina_NGS","D_Illumina_NGS"
"C_6026","D","Illumina_NGS","D_Illumina_NGS"
"C_6027","D","Illumina_NGS","D_Illumina_NGS"
"C_6028","D","Illumina_NGS","D_Illumina_NGS"
"C_6029","D","Illumina_NGS","D_Illumina_NGS"
"C_6030","D","Illumina_NGS","D_Illumina_NGS"
"C_6031","D","Illumina_NGS","D_Illumina_NGS"
"C_6032","D","Illumina_NGS","D_Illumina_NGS"
"C_6033","D","Illumina_NGS","D_Illumina_NGS"
"C_6034","D","Illumina_NGS","D_Illumina_NGS"
"C_6035","D","Illumina_NGS","D_Illumina_NGS"
"C_6036","D","Illumina_NGS","D_Illumina_NGS"
"C_6037","D","Illumina_NGS","D_Illumina_NGS"
"C_6038","D","Illumina_NGS","D_Illumina_NGS"
"C_6039","D","Illumina_NGS","D_Illumina_NGS"
"C_6040","D","Illumina_NGS","D_Illumina_NGS"
"C_6041","D","Illumina_NGS","D_Illumina_NGS"
"C_6042","D","Illumina_NGS","D_Illumina_NGS"
"C_6043","D","Illumina_NGS","D_Illumina_NGS"
"C_6044","A","Illumina_NGS","A_Illumina_NGS"
"C_6045","A","Illumina_NGS","A_Illumina_NGS"
"C_6046","A","Illumina_NGS","A_Illumina_NGS"
"C_6047","A","Illumina_NGS","A_Illumina_NGS"
"C_6048","A","Illumina_NGS","A_Illumina_NGS"
"C_6049","A","Illumina_NGS","A_Illumina_NGS"
"C_6050","A","Illumina_NGS","A_Illumina_NGS"
"C_6051","A","Illumina_NGS","A_Illumina_NGS"
"C_6052","A","Illumina_NGS","A_Illumina_NGS"
"C_6053","A","Illumina_NGS","A_Illumina_NGS"
"C_6054","A","Illumina_NGS","A_Illumina_NGS"
"C_6055","A","Illumina_NGS","A_Illumina_NGS"
"C_6056","A","Illumina_NGS","A_Illumina_NGS"
"C_6057","A","Illumina_NGS","A_Illumina_NGS"
"C_6058","A","Illumina_NGS","A_Illumina_NGS"
"C_6059","A","Illumina_NGS","A_Illumina_NGS"
"C_6060","A","Illumina_NGS","A_Illumina_NGS"
"C_6061","A","Illumina_NGS","A_Illumina_NGS"
"C_6062","A","Illumina_NGS","A_Illumina_NGS"
"C_6063","A","Illumina_NGS","A_Illumina_NGS"
"C_6064","A","Illumina_NGS","A_Illumina_NGS"
"C_6065","A","Illumina_NGS","A_Illumina_NGS"
"C_6066","A","Illumina_NGS","A_Illumina_NGS"
"C_6067","A","Illumina_NGS","A_Illumina_NGS"
"C_6068","A","Illumina_NGS","A_Illumina_NGS"
"C_6069","A","Illumina_NGS","A_Illumina_NGS"
"C_6070","A","Illumina_NGS","A_Illumina_NGS"
"C_6071","A","Illumina_NGS","A_Illumina_NGS"
"C_6072","A","Illumina_NGS","A_Illumina_NGS"
"C_6073","A","Illumina_NGS","A_Illumina_NGS"
"C_6074","A","Illumina_NGS","A_Illumina_NGS"
"C_6075","A","Illumina_NGS","A_Illumina_NGS"
"C_6076","A","Illumina_NGS","A_Illumina_NGS"
"C_6077","A","Illumina_NGS","A_Illumina_NGS"
"C_6078","A","Illumina_NGS","A_Illumina_NGS"
"C_6079","A","Illumina_NGS","A_Illumina_NGS"
"C_6080","A","Illumina_NGS","A_Illumina_NGS"
"C_6081","A","Illumina_NGS","A_Illumina_NGS"
"C_6082","A","Illumina_NGS","A_Illumina_NGS"
"C_6083","A","Illumina_NGS","A_Illumina_NGS"
"C_6084","A","Illumina_NGS","A_Illumina_NGS"
"C_6085","A","Illumina_NGS","A_Illumina_NGS"
"C_6086","A","Illumina_NGS","A_Illumina_NGS"
"C_6087","A","Illumina_NGS","A_Illumina_NGS"
"C_6088","A","Illumina_NGS","A_Illumina_NGS"
"C_6089","A","Illumina_NGS","A_Illumina_NGS"
"C_6090","A","Illumina_NGS","A_Illumina_NGS"
"C_6091","A","Illumina_NGS","A_Illumina_NGS"
"C_6092","A","Illumina_NGS","A_Illumina_NGS"
"C_6093","A","Illumina_NGS","A_Illumina_NGS"
"C_6094","A","Illumina_NGS","A_Illumina_NGS"
"C_6095","A","Illumina_NGS","A_Illumina_NGS"
"C_6096","A","Illumina_NGS","A_Illumina_NGS"
"C_6097","A","Illumina_NGS","A_Illumina_NGS"
"C_6098","A","Illumina_NGS","A_Illumina_NGS"
"C_6099","A","Illumina_NGS","A_Illumina_NGS"
"C_6100","A","Illumina_NGS","A_Illumina_NGS"
"C_6101","A","Illumina_NGS","A_Illumina_NGS"
"C_6102","A","Illumina_NGS","A_Illumina_NGS"
